period,group,store,source,lead_type,leads,sales,new_sales,used_sales,gross,budget
2025-12,Harbor Motor Group,Harbor Toyota Bayview,True Car,internet,45,3,2,1,8102,2470
2025-12,Summit Auto Group,Summit BMW,Autotrader,internet,304,17,9,8,78067,3486
2025-12,Summit Auto Group,Summit BMW,Cars .com,internet,153,15,8,7,83559,2573
2025-12,Summit Auto Group,Summit BMW,cargurus.com,internet,112,3,2,1,12559,3154
2025-12,Summit Auto Group,Summit BMW,Dealer Website,internet,347,33,18,15,153722,
2025-12,Summit Auto Group,Summit BMW,Lease Return,campaign,29,10,7,3,25972,
2025-12,Summit Auto Group,Summit BMW,Walk-In,showroom,77,27,19,8,159937,
2025-12,Summit Auto Group,Summit BMW,Inbound Phone,phone,104,24,17,7,130316,
2025-12,Summit Auto Group,Summit BMW,Chat,chat,80,5,3,2,19278,747
2025-12,Summit Auto Group,Summit BMW,Facebook,internet,203,1,1,0,3699,1162
2025-12,Summit Auto Group,Summit BMW,TrueCar,internet,39,3,2,1,12549,2158
2025-12,Summit Auto Group,Summit Chevrolet Glenpark,ATC,internet,245,18,10,8,44404,3276
2025-12,Summit Auto Group,Summit Chevrolet Glenpark,Cars .com,internet,166,10,6,4,31283,2418
2025-12,Summit Auto Group,Summit Chevrolet Glenpark,cargurus.com,internet,87,7,4,3,20001,2964
2025-12,Summit Auto Group,Summit Chevrolet Glenpark,Dealer Website,internet,285,46,25,21,145565,
2025-12,Summit Auto Group,Summit Chevrolet Glenpark,Lease Return,campaign,30,9,6,3,16049,
2025-12,Summit Auto Group,Summit Chevrolet Glenpark,Walk In,showroom,78,28,20,8,86255,
2025-12,Summit Auto Group,Summit Chevrolet Glenpark,Inbound Phone,phone,108,20,14,6,66224,
2025-12,Summit Auto Group,Summit Chevrolet Glenpark,Chat,chat,75,6,3,3,14507,702
2025-12,Summit Auto Group,Summit Chevrolet Glenpark,FB Marketplace,internet,186,8,4,4,15711,1092
2025-12,Summit Auto Group,Summit Chevrolet Glenpark,TrueCar,internet,37,4,2,2,10263,2028
2025-12,Summit Auto Group,Summit Ford Rivera,ATC,internet,338,18,10,8,46365,3864
2025-12,Summit Auto Group,Summit Ford Rivera,Cars.com,internet,179,14,8,6,46388,2852
2025-12,Summit Auto Group,Summit Ford Rivera,cargurus.com,internet,117,9,5,4,25301,3496
2025-12,Summit Auto Group,Summit Ford Rivera,Website,internet,426,52,29,23,185692,
2025-12,Summit Auto Group,Summit Ford Rivera,Lease Retention,campaign,33,8,6,2,15256,
2025-12,Summit Auto Group,Summit Ford Rivera,Showroom,showroom,100,33,24,9,127781,
2025-12,Summit Auto Group,Summit Ford Rivera,Inbound Phone,phone,115,23,17,6,65906,
2025-12,Summit Auto Group,Summit Ford Rivera,Live Chat,chat,72,3,2,1,6672,828
2025-12,Summit Auto Group,Summit Ford Rivera,Facebook,internet,211,9,5,4,17116,1288
2025-12,Summit Auto Group,Summit Ford Rivera,TrueCar,internet,55,5,3,2,10872,2392
2025-12,Summit Auto Group,Summit Honda Westland,auto trader,internet,258,15,8,7,44097,3612
2025-12,Summit Auto Group,Summit Honda Westland,Cars.com,internet,147,12,7,5,39593,2666
2025-12,Summit Auto Group,Summit Honda Westland,CarGurus,internet,112,4,2,2,9915,3268
2025-12,Summit Auto Group,Summit Honda Westland,Dealer Website,internet,380,36,20,16,104275,
2025-12,Summit Auto Group,Summit Honda Westland,Lease Return,campaign,31,12,9,3,17868,
2025-12,Summit Auto Group,Summit Honda Westland,Walk In,showroom,74,24,17,7,91213,
2025-12,Summit Auto Group,Summit Honda Westland,Inbound Calls,phone,107,24,17,7,76246,
2025-12,Summit Auto Group,Summit Honda Westland,Website Chat,chat,75,10,6,4,26072,774
2025-12,Summit Auto Group,Summit Honda Westland,Facebook,internet,198,9,5,4,17631,1204
2025-12,Summit Auto Group,Summit Honda Westland,True Car,internet,45,1,1,0,2371,2236
2025-12,Summit Auto Group,Summit Hyundai Oakhurst,Lease Return,campaign,20,6,4,2,8718,
2025-12,Summit Auto Group,Summit Hyundai Oakhurst,Showroom,showroom,222,71,43,28,227818,
2025-12,Summit Auto Group,Summit Hyundai Oakhurst,Inbound Calls,phone,86,12,9,3,41704,
2025-12,Summit Auto Group,Summit Hyundai Oakhurst,Live Chat,chat,45,2,1,1,4506,522
2025-12,Summit Auto Group,Summit Jeep Ram Clearwater,AutoTrader.com,internet,239,14,8,6,38544,2982
2025-12,Summit Auto Group,Summit Jeep Ram Clearwater,Cars .com,internet,153,19,10,9,58348,2201
2025-12,Summit Auto Group,Summit Jeep Ram Clearwater,Car Gurus,internet,92,6,3,3,15436,2698
2025-12,Summit Auto Group,Summit Jeep Ram Clearwater,Website,internet,274,31,17,14,107800,
2025-12,Summit Auto Group,Summit Jeep Ram Clearwater,Lease Return,campaign,21,7,5,2,11894,
2025-12,Summit Auto Group,Summit Jeep Ram Clearwater,Walk In,showroom,75,28,20,8,92412,
2025-12,Summit Auto Group,Summit Jeep Ram Clearwater,Inbound Calls,phone,86,16,12,4,55737,
2025-12,Summit Auto Group,Summit Jeep Ram Clearwater,Live Chat,chat,61,2,1,1,4914,639
2025-12,Summit Auto Group,Summit Jeep Ram Clearwater,Facebook,internet,157,6,3,3,13502,994
2025-12,Summit Auto Group,Summit Jeep Ram Clearwater,True Car,internet,34,1,1,0,2654,1846
2025-12,Summit Auto Group,Summit Kia Brookfield,AutoTrader.com,internet,155,8,4,4,20068,2310
2025-12,Summit Auto Group,Summit Kia Brookfield,CARS,internet,115,10,6,4,26407,1705
2025-12,Summit Auto Group,Summit Kia Brookfield,Car Gurus,internet,63,3,2,1,8020,2090
2025-12,Summit Auto Group,Summit Kia Brookfield,OEM Website,internet,228,27,15,12,92153,
2025-12,Summit Auto Group,Summit Kia Brookfield,Lease Return,campaign,21,4,3,1,6435,
2025-12,Summit Auto Group,Summit Kia Brookfield,Showroom,showroom,46,19,14,5,63951,
2025-12,Summit Auto Group,Summit Kia Brookfield,Inbound Calls,phone,67,12,9,3,37197,
2025-12,Summit Auto Group,Summit Kia Brookfield,Live Chat,chat,47,3,2,1,8580,495
2025-12,Summit Auto Group,Summit Kia Brookfield,Facebook,internet,117,7,4,3,14924,770
2025-12,Summit Auto Group,Summit Kia Brookfield,True Car,internet,33,3,2,1,6509,1430
2025-12,Summit Auto Group,Summit Mazda Lakeside,AutoTrader.com,internet,151,11,6,5,31032,1848
2025-12,Summit Auto Group,Summit Mazda Lakeside,Cars.com,internet,90,6,3,3,20315,1364
2025-12,Summit Auto Group,Summit Mazda Lakeside,CarGurus,internet,51,2,1,1,4766,1672
2025-12,Summit Auto Group,Summit Mazda Lakeside,Dealer Website,internet,175,25,14,11,96409,
2025-12,Summit Auto Group,Summit Mazda Lakeside,Lease Return,campaign,15,3,2,1,4462,
2025-12,Summit Auto Group,Summit Mazda Lakeside,Walk In,showroom,43,15,11,4,47725,
2025-12,Summit Auto Group,Summit Mazda Lakeside,Phone Up,phone,58,11,8,3,32910,
2025-12,Summit Auto Group,Summit Mazda Lakeside,Website Chat,chat,34,3,2,1,8626,396
2025-12,Summit Auto Group,Summit Mazda Lakeside,Facebook,internet,99,7,4,3,14267,616
2025-12,Summit Auto Group,Summit Mazda Lakeside,True Car,internet,23,3,2,1,8045,1144
2025-12,Summit Auto Group,Summit Nissan Ridgemont,auto trader,internet,180,12,7,5,29751,2688
2025-12,Summit Auto Group,Summit Nissan Ridgemont,CARS,internet,130,7,4,3,21101,1984
2025-12,Summit Auto Group,Summit Nissan Ridgemont,CarGurus,internet,77,6,3,3,15228,2432
2025-12,Summit Auto Group,Summit Nissan Ridgemont,Dealer Website,internet,264,30,16,14,89164,
2025-12,Summit Auto Group,Summit Nissan Ridgemont,Lease Retention,campaign,22,6,4,2,8795,
2025-12,Summit Auto Group,Summit Nissan Ridgemont,Walk-In,showroom,59,20,14,6,78557,
2025-12,Summit Auto Group,Summit Nissan Ridgemont,Inbound Calls,phone,95,14,10,4,50649,
2025-12,Summit Auto Group,Summit Nissan Ridgemont,Live Chat,chat,60,6,3,3,16040,576
2025-12,Summit Auto Group,Summit Nissan Ridgemont,Facebook,internet,138,7,4,3,16285,896
2025-12,Summit Auto Group,Summit Nissan Ridgemont,TrueCar,internet,39,2,1,1,4307,1664
2025-12,Summit Auto Group,Summit Subaru Northgate,Autotrader,internet,167,12,7,5,36210,2058
2025-12,Summit Auto Group,Summit Subaru Northgate,CARS,internet,90,4,2,2,12600,1519
2025-12,Summit Auto Group,Summit Subaru Northgate,CarGurus,internet,60,3,2,1,9470,1862
2025-12,Summit Auto Group,Summit Subaru Northgate,OEM Website,internet,221,18,10,8,58297,
2025-12,Summit Auto Group,Summit Subaru Northgate,Lease Return,campaign,19,5,4,1,8536,
2025-12,Summit Auto Group,Summit Subaru Northgate,Walk-In,showroom,50,12,9,3,45249,
2025-12,Summit Auto Group,Summit Subaru Northgate,Phone Up,phone,64,14,10,4,39175,
2025-12,Summit Auto Group,Summit Subaru Northgate,Website Chat,chat,41,1,1,0,2523,441
2025-12,Summit Auto Group,Summit Subaru Northgate,Facebook Marketplace,internet,104,5,3,2,11646,686
2025-12,Summit Auto Group,Summit Subaru Northgate,True Car,internet,24,0,0,0,0,1274
2025-12,Summit Auto Group,Summit Toyota of Fairview,auto trader,internet,306,15,8,7,43018,4200
2025-12,Summit Auto Group,Summit Toyota of Fairview,CARS,internet,169,13,7,6,40596,3100
2025-12,Summit Auto Group,Summit Toyota of Fairview,Car Gurus,internet,139,10,6,4,31142,3800
2025-12,Summit Auto Group,Summit Toyota of Fairview,Dealer Website,internet,429,45,25,20,174366,
2025-12,Summit Auto Group,Summit Toyota of Fairview,Lease Retention,campaign,34,6,4,2,10556,
2025-12,Summit Auto Group,Summit Toyota of Fairview,Showroom,showroom,107,38,27,11,149596,
2025-12,Summit Auto Group,Summit Toyota of Fairview,Inbound Calls,phone,136,30,22,8,85799,
2025-12,Summit Auto Group,Summit Toyota of Fairview,Chat,chat,97,7,4,3,17235,900
2025-12,Summit Auto Group,Summit Toyota of Fairview,FB Marketplace,internet,240,8,4,4,16034,1400
2025-12,Summit Auto Group,Summit Toyota of Fairview,True Car,internet,52,1,1,0,2194,2600
2025-12,Summit Auto Group,Summit Volkswagen Eastdale,auto trader,internet,115,10,6,4,27916,1680
2025-12,Summit Auto Group,Summit Volkswagen Eastdale,Cars .com,internet,77,8,4,4,23806,1240
2025-12,Summit Auto Group,Summit Volkswagen Eastdale,Car Gurus,internet,51,0,0,0,0,1520
2025-12,Summit Auto Group,Summit Volkswagen Eastdale,Dealer Website,internet,154,16,9,7,57920,
2025-12,Summit Auto Group,Summit Volkswagen Eastdale,Lease Retention,campaign,12,3,2,1,4987,
2025-12,Summit Auto Group,Summit Volkswagen Eastdale,Walk-In,showroom,34,11,8,3,35153,
2025-12,Summit Auto Group,Summit Volkswagen Eastdale,Phone Up,phone,63,11,8,3,36626,
2025-12,Summit Auto Group,Summit Volkswagen Eastdale,Chat,chat,36,3,2,1,8210,360
2025-12,Summit Auto Group,Summit Volkswagen Eastdale,Facebook,internet,97,5,3,2,11784,560
2025-12,Summit Auto Group,Summit Volkswagen Eastdale,True Car,internet,24,1,1,0,2353,1040
2026-01,Harbor Motor Group,Harbor BMW,auto trader,internet,253,20,11,9,94485,3276
2026-01,Harbor Motor Group,Harbor BMW,Cars.com,internet,146,7,4,3,37432,2418
2026-01,Harbor Motor Group,Harbor BMW,Car Gurus,internet,92,6,3,3,26717,2964
2026-01,Harbor Motor Group,Harbor BMW,Dealer Website,internet,281,26,14,12,152454,
2026-01,Harbor Motor Group,Harbor BMW,Lease Retention,campaign,23,8,6,2,21618,
2026-01,Harbor Motor Group,Harbor BMW,Walk In,showroom,76,26,19,7,147076,
2026-01,Harbor Motor Group,Harbor BMW,Phone Up,phone,94,19,14,5,99402,
2026-01,Harbor Motor Group,Harbor BMW,Website Chat,chat,69,7,4,3,31184,702
2026-01,Harbor Motor Group,Harbor BMW,Facebook Marketplace,internet,167,5,3,2,18560,1092
2026-01,Harbor Motor Group,Harbor BMW,True Car,internet,37,1,1,0,4138,2028
2026-01,Harbor Motor Group,Harbor Chevrolet Marina,auto trader,internet,214,16,9,7,39580,2940
2026-01,Harbor Motor Group,Harbor Chevrolet Marina,Cars.com,internet,118,7,4,3,20561,2170
2026-01,Harbor Motor Group,Harbor Chevrolet Marina,Car Gurus,internet,89,7,4,3,20506,2660
2026-01,Harbor Motor Group,Harbor Chevrolet Marina,OEM Website,internet,316,36,20,16,123990,
2026-01,Harbor Motor Group,Harbor Chevrolet Marina,Lease Retention,campaign,23,9,6,3,15978,
2026-01,Harbor Motor Group,Harbor Chevrolet Marina,Walk-In,showroom,67,21,15,6,70382,
2026-01,Harbor Motor Group,Harbor Chevrolet Marina,Inbound Calls,phone,98,19,14,5,61582,
2026-01,Harbor Motor Group,Harbor Chevrolet Marina,Live Chat,chat,67,9,5,4,24244,630
2026-01,Harbor Motor Group,Harbor Chevrolet Marina,FB Marketplace,internet,171,8,4,4,18691,979
2026-01,Harbor Motor Group,Harbor Chevrolet Marina,True Car,internet,36,4,2,2,9617,1819
2026-01,Harbor Motor Group,Harbor Ford Portside,auto trader,internet,264,22,12,10,57013,3696
2026-01,Harbor Motor Group,Harbor Ford Portside,Cars .com,internet,162,14,8,6,40175,2728
2026-01,Harbor Motor Group,Harbor Ford Portside,CarGurus,internet,97,6,3,3,16829,3344
2026-01,Harbor Motor Group,Harbor Ford Portside,OEM Website,internet,336,40,22,18,123984,
2026-01,Harbor Motor Group,Harbor Ford Portside,Lease Return,campaign,26,5,4,1,9228,
2026-01,Harbor Motor Group,Harbor Ford Portside,Showroom,showroom,72,29,21,8,109079,
2026-01,Harbor Motor Group,Harbor Ford Portside,Inbound Calls,phone,121,23,17,6,82051,
2026-01,Harbor Motor Group,Harbor Ford Portside,Live Chat,chat,66,4,2,2,9362,792
2026-01,Harbor Motor Group,Harbor Ford Portside,Facebook Marketplace,internet,200,6,3,3,11742,1232
2026-01,Harbor Motor Group,Harbor Ford Portside,TrueCar,internet,41,4,2,2,11112,2288
2026-01,Harbor Motor Group,Harbor Honda Seaside,ATC,internet,245,11,6,5,28670,3360
2026-01,Harbor Motor Group,Harbor Honda Seaside,Cars .com,internet,153,11,6,5,30459,2480
2026-01,Harbor Motor Group,Harbor Honda Seaside,CarGurus,internet,92,4,2,2,10245,3040
2026-01,Harbor Motor Group,Harbor Honda Seaside,Dealer Website,internet,279,31,17,14,91266,
2026-01,Harbor Motor Group,Harbor Honda Seaside,Lease Retention,campaign,26,6,4,2,11036,
2026-01,Harbor Motor Group,Harbor Honda Seaside,Showroom,showroom,77,19,14,5,61515,
2026-01,Harbor Motor Group,Harbor Honda Seaside,Phone Up,phone,109,22,16,6,77622,
2026-01,Harbor Motor Group,Harbor Honda Seaside,Live Chat,chat,70,7,4,3,17572,720
2026-01,Harbor Motor Group,Harbor Honda Seaside,Facebook,internet,189,11,6,5,24244,1120
2026-01,Harbor Motor Group,Harbor Honda Seaside,TrueCar,internet,41,1,1,0,2588,2080
2026-01,Harbor Motor Group,Harbor Jeep Ram Anchor,AutoTrader.com,internet,201,17,9,8,43438,2772
2026-01,Harbor Motor Group,Harbor Jeep Ram Anchor,Cars .com,internet,119,16,9,7,42739,2046
2026-01,Harbor Motor Group,Harbor Jeep Ram Anchor,cargurus.com,internet,68,4,2,2,9832,2508
2026-01,Harbor Motor Group,Harbor Jeep Ram Anchor,OEM Website,internet,271,35,19,16,120062,
2026-01,Harbor Motor Group,Harbor Jeep Ram Anchor,Lease Retention,campaign,20,8,6,2,13397,
2026-01,Harbor Motor Group,Harbor Jeep Ram Anchor,Walk-In,showroom,71,21,15,6,75749,
2026-01,Harbor Motor Group,Harbor Jeep Ram Anchor,Phone Up,phone,93,15,11,4,45585,
2026-01,Harbor Motor Group,Harbor Jeep Ram Anchor,Chat,chat,50,7,4,3,20243,594
2026-01,Harbor Motor Group,Harbor Jeep Ram Anchor,Facebook,internet,157,9,5,4,19760,924
2026-01,Harbor Motor Group,Harbor Jeep Ram Anchor,TrueCar,internet,33,1,1,0,2724,1716
2026-01,Harbor Motor Group,Harbor Kia Lighthouse,ATC,internet,146,14,8,6,39638,2184
2026-01,Harbor Motor Group,Harbor Kia Lighthouse,CARS,internet,108,6,3,3,17618,1612
2026-01,Harbor Motor Group,Harbor Kia Lighthouse,CarGurus,internet,54,3,2,1,8621,1976
2026-01,Harbor Motor Group,Harbor Kia Lighthouse,Dealer Website,internet,244,29,16,13,99790,
2026-01,Harbor Motor Group,Harbor Kia Lighthouse,Lease Retention,campaign,14,4,3,1,6666,
2026-01,Harbor Motor Group,Harbor Kia Lighthouse,Walk In,showroom,45,18,13,5,63490,
2026-01,Harbor Motor Group,Harbor Kia Lighthouse,Inbound Calls,phone,65,11,8,3,33273,
2026-01,Harbor Motor Group,Harbor Kia Lighthouse,Website Chat,chat,50,1,1,0,2529,468
2026-01,Harbor Motor Group,Harbor Kia Lighthouse,Facebook,internet,122,7,4,3,13253,728
2026-01,Harbor Motor Group,Harbor Kia Lighthouse,True Car,internet,24,3,2,1,7863,1352
2026-01,Harbor Motor Group,Harbor Subaru Tidewater,auto trader,internet,133,8,4,4,22676,1974
2026-01,Harbor Motor Group,Harbor Subaru Tidewater,Cars .com,internet,100,10,6,4,32732,1457
2026-01,Harbor Motor Group,Harbor Subaru Tidewater,Car Gurus,internet,52,3,2,1,9224,1786
2026-01,Harbor Motor Group,Harbor Subaru Tidewater,Dealer Website,internet,176,16,9,7,59749,
2026-01,Harbor Motor Group,Harbor Subaru Tidewater,Lease Return,campaign,14,5,4,1,8503,
2026-01,Harbor Motor Group,Harbor Subaru Tidewater,Showroom,showroom,48,17,12,5,64453,
2026-01,Harbor Motor Group,Harbor Subaru Tidewater,Phone Up,phone,61,8,6,2,22286,
2026-01,Harbor Motor Group,Harbor Subaru Tidewater,Website Chat,chat,44,3,2,1,7271,423
2026-01,Harbor Motor Group,Harbor Subaru Tidewater,FB Marketplace,internet,108,4,2,2,9756,658
2026-01,Harbor Motor Group,Harbor Subaru Tidewater,True Car,internet,26,2,1,1,4280,1222
2026-01,Harbor Motor Group,Harbor Toyota Bayview,Autotrader,internet,287,21,12,9,58263,3990
2026-01,Harbor Motor Group,Harbor Toyota Bayview,Cars .com,internet,194,13,7,6,40183,2945
2026-01,Harbor Motor Group,Harbor Toyota Bayview,cargurus.com,internet,114,4,2,2,10338,3610
2026-01,Harbor Motor Group,Harbor Toyota Bayview,OEM Website,internet,408,52,29,23,155376,
2026-01,Harbor Motor Group,Harbor Toyota Bayview,Lease Return,campaign,31,9,6,3,15479,
2026-01,Harbor Motor Group,Harbor Toyota Bayview,Walk In,showroom,86,32,23,9,129780,
2026-01,Harbor Motor Group,Harbor Toyota Bayview,Inbound Phone,phone,140,21,15,6,61924,
2026-01,Harbor Motor Group,Harbor Toyota Bayview,Website Chat,chat,73,7,4,3,20372,855
2026-01,Harbor Motor Group,Harbor Toyota Bayview,Facebook Marketplace,internet,210,14,8,6,32147,1330
2026-01,Harbor Motor Group,Harbor Toyota Bayview,True Car,internet,55,2,1,1,5513,2470
2026-01,Summit Auto Group,Summit BMW,Autotrader,internet,303,21,12,9,92082,3486
2026-01,Summit Auto Group,Summit BMW,Cars .com,internet,165,14,8,6,76790,2573
2026-01,Summit Auto Group,Summit BMW,cargurus.com,internet,99,5,3,2,20469,3154
2026-01,Summit Auto Group,Summit BMW,Dealer Website,internet,335,29,16,13,179825,
2026-01,Summit Auto Group,Summit BMW,Lease Return,campaign,28,8,6,2,22096,
2026-01,Summit Auto Group,Summit BMW,Walk-In,showroom,69,21,15,6,107492,
2026-01,Summit Auto Group,Summit BMW,Inbound Phone,phone,127,21,15,6,97042,
2026-01,Summit Auto Group,Summit BMW,Chat,chat,63,8,4,4,37656,747
2026-01,Summit Auto Group,Summit BMW,Facebook,internet,178,11,6,5,39161,1162
2026-01,Summit Auto Group,Summit BMW,TrueCar,internet,38,1,1,0,3941,2158
2026-01,Summit Auto Group,Summit Chevrolet Glenpark,ATC,internet,261,13,7,6,39328,3276
2026-01,Summit Auto Group,Summit Chevrolet Glenpark,Cars .com,internet,152,10,6,4,27805,2418
2026-01,Summit Auto Group,Summit Chevrolet Glenpark,cargurus.com,internet,80,3,2,1,8591,2964
2026-01,Summit Auto Group,Summit Chevrolet Glenpark,Dealer Website,internet,319,36,20,16,113060,
2026-01,Summit Auto Group,Summit Chevrolet Glenpark,Lease Return,campaign,26,9,6,3,15630,
2026-01,Summit Auto Group,Summit Chevrolet Glenpark,Walk In,showroom,71,33,24,9,125970,
2026-01,Summit Auto Group,Summit Chevrolet Glenpark,Inbound Phone,phone,96,11,8,3,30128,
2026-01,Summit Auto Group,Summit Chevrolet Glenpark,Chat,chat,67,4,2,2,10214,702
2026-01,Summit Auto Group,Summit Chevrolet Glenpark,FB Marketplace,internet,192,10,6,4,23304,1092
2026-01,Summit Auto Group,Summit Chevrolet Glenpark,TrueCar,internet,46,8,4,4,17412,2028
2026-01,Summit Auto Group,Summit Ford Rivera,ATC,internet,310,25,14,11,80955,3864
2026-01,Summit Auto Group,Summit Ford Rivera,Cars.com,internet,188,14,8,6,41650,2852
2026-01,Summit Auto Group,Summit Ford Rivera,cargurus.com,internet,108,4,2,2,11110,3496
2026-01,Summit Auto Group,Summit Ford Rivera,Website,internet,388,53,29,24,203597,
2026-01,Summit Auto Group,Summit Ford Rivera,Lease Retention,campaign,35,10,7,3,18679,
2026-01,Summit Auto Group,Summit Ford Rivera,Showroom,showroom,87,31,22,9,124810,
2026-01,Summit Auto Group,Summit Ford Rivera,Inbound Phone,phone,114,16,12,4,54262,
2026-01,Summit Auto Group,Summit Ford Rivera,Live Chat,chat,83,3,2,1,7456,828
2026-01,Summit Auto Group,Summit Ford Rivera,Facebook,internet,207,4,2,2,7917,1288
2026-01,Summit Auto Group,Summit Ford Rivera,TrueCar,internet,43,2,1,1,4639,2392
2026-01,Summit Auto Group,Summit Honda Westland,auto trader,internet,309,18,10,8,56428,3612
2026-01,Summit Auto Group,Summit Honda Westland,Cars.com,internet,157,16,9,7,46671,2666
2026-01,Summit Auto Group,Summit Honda Westland,CarGurus,internet,102,5,3,2,14293,3268
2026-01,Summit Auto Group,Summit Honda Westland,Dealer Website,internet,351,36,20,16,116472,
2026-01,Summit Auto Group,Summit Honda Westland,Lease Return,campaign,27,8,6,2,13586,
2026-01,Summit Auto Group,Summit Honda Westland,Walk In,showroom,81,30,22,8,117188,
2026-01,Summit Auto Group,Summit Honda Westland,Inbound Calls,phone,127,15,11,4,41273,
