stock_number,group,store,new_used,make,model,model_year,days_on_lot,list_price,cost,price_to_market_pct,vdp_views_30d,leads_30d
S31946,Summit Auto Group,Summit BMW,new,BMW,3 Series,2026,8,68593,60763,94.4,125,5
S31949,Summit Auto Group,Summit BMW,used,Chevrolet,Equinox,2025,8,38757,36822,102.6,242,1
S30716,Summit Auto Group,Summit Chevrolet Glenpark,new,Chevrolet,Silverado,2026,8,30060,27655,99.0,51,1
S30472,Summit Auto Group,Summit Ford Rivera,used,Kia,Telluride,2020,8,26190,23627,97.7,88,1
S30515,Summit Auto Group,Summit Ford Rivera,new,Ford,Escape,2026,8,34525,30309,95.0,236,0
S30639,Summit Auto Group,Summit Ford Rivera,new,Ford,Maverick,2026,8,27817,24007,94.5,264,0
S30264,Summit Auto Group,Summit Honda Westland,used,Ford,Mustang,2019,8,23140,21387,98.4,36,1
S30406,Summit Auto Group,Summit Honda Westland,used,Honda,Accord,2024,8,18955,17715,104.3,9,2
S30408,Summit Auto Group,Summit Honda Westland,new,Honda,CR-V,2026,8,36777,32191,93.7,1328,3
S30441,Summit Auto Group,Summit Honda Westland,used,Nissan,Sentra,2025,8,18433,16351,98.6,239,2
S31031,Summit Auto Group,Summit Hyundai Oakhurst,new,Hyundai,Sonata,2026,8,39488,34849,100.6,529,0
S31531,Summit Auto Group,Summit Jeep Ram Clearwater,used,BMW,X5,2021,8,19861,17875,103.6,53,1
S31586,Summit Auto Group,Summit Jeep Ram Clearwater,new,Jeep Ram,Wrangler,2026,8,33210,31302,94.7,10,0
S31662,Summit Auto Group,Summit Jeep Ram Clearwater,new,Jeep Ram,Ram 1500,2026,8,35067,32741,104.2,104,1
S31175,Summit Auto Group,Summit Kia Brookfield,new,Kia,Sorento,2026,8,31596,28278,103.3,35,1
S30889,Summit Auto Group,Summit Nissan Ridgemont,used,Toyota,Tacoma,2024,8,26514,24209,101.0,92,0
S30935,Summit Auto Group,Summit Nissan Ridgemont,used,Kia,Sportage,2025,8,25708,23885,104.5,589,1
S30941,Summit Auto Group,Summit Nissan Ridgemont,new,Nissan,Altima,2026,8,40640,38651,99.6,1413,0
S30944,Summit Auto Group,Summit Nissan Ridgemont,new,Nissan,Pathfinder,2026,8,32433,31330,103.0,24,3
S31006,Summit Auto Group,Summit Nissan Ridgemont,new,Nissan,Frontier,2026,8,33539,31116,100.1,112,1
S31435,Summit Auto Group,Summit Subaru Northgate,new,Subaru,Outback,2026,8,41153,36203,103.5,3,0
S31443,Summit Auto Group,Summit Subaru Northgate,new,Subaru,Outback,2026,8,49229,44249,93.5,343,1
S30001,Summit Auto Group,Summit Toyota of Fairview,used,Kia,Forte,2025,8,17373,15616,95.6,190,0
S30043,Summit Auto Group,Summit Toyota of Fairview,used,Subaru,Outback,2019,8,22739,20038,99.3,70,5
S30065,Summit Auto Group,Summit Toyota of Fairview,used,Nissan,Frontier,2021,8,31118,28551,103.3,296,3
S30086,Summit Auto Group,Summit Toyota of Fairview,used,Jeep Ram,Ram 1500,2022,8,22081,21104,101.5,716,0
S30105,Summit Auto Group,Summit Toyota of Fairview,used,Nissan,Altima,2020,8,24089,21089,102.4,11,3
S31677,Summit Auto Group,Summit Volkswagen Eastdale,used,Volkswagen,ID.4,2018,8,22869,20680,98.3,24,5
S31698,Summit Auto Group,Summit Volkswagen Eastdale,new,Volkswagen,Jetta,2026,8,40210,36686,97.0,166,0
S31753,Summit Auto Group,Summit Volkswagen Eastdale,used,Nissan,Pathfinder,2020,8,30776,27198,98.2,24,0
S33246,Harbor Motor Group,Harbor BMW,new,BMW,X5,2026,7,55657,47885,104.7,74,0
S33304,Harbor Motor Group,Harbor BMW,used,BMW,X5,2018,7,36873,34161,96.1,486,2
S32628,Harbor Motor Group,Harbor Chevrolet Marina,new,Chevrolet,Trax,2026,7,45807,42801,105.1,72,0
S32671,Harbor Motor Group,Harbor Chevrolet Marina,new,Chevrolet,Tahoe,2026,7,42488,37235,103.9,33,0
S32707,Harbor Motor Group,Harbor Chevrolet Marina,new,Chevrolet,Trax,2026,7,38966,35293,97.7,11,1
S32743,Harbor Motor Group,Harbor Chevrolet Marina,used,Chevrolet,Malibu,2025,7,22135,20203,104.3,382,0
S32758,Harbor Motor Group,Harbor Chevrolet Marina,used,Chevrolet,Traverse,2022,7,16962,15301,99.7,463,0
S32394,Harbor Motor Group,Harbor Ford Portside,used,Subaru,Forester,2018,7,24384,21945,93.9,89,2
S32409,Harbor Motor Group,Harbor Ford Portside,new,Ford,Mustang,2026,7,35382,31934,104.8,25,1
S32424,Harbor Motor Group,Harbor Ford Portside,new,Ford,Mustang,2026,7,45632,41015,98.9,237,1
S32433,Harbor Motor Group,Harbor Ford Portside,used,Chevrolet,Trax,2023,7,22254,20689,101.4,20,0
S32464,Harbor Motor Group,Harbor Ford Portside,used,Ford,Mustang,2024,7,19525,17754,103.6,661,1
S32545,Harbor Motor Group,Harbor Ford Portside,used,Ford,Mustang,2025,7,25904,24211,97.1,296,0
S32560,Harbor Motor Group,Harbor Ford Portside,new,Ford,F-150,2026,7,35550,31393,103.3,181,5
S32206,Harbor Motor Group,Harbor Honda Seaside,used,Jeep Ram,Ram 2500,2025,7,24151,22205,98.7,19,1
S32260,Harbor Motor Group,Harbor Honda Seaside,new,Honda,CR-V,2026,7,35326,30817,94.4,171,2
S33024,Harbor Motor Group,Harbor Jeep Ram Anchor,new,Jeep Ram,Gladiator,2026,7,48431,46155,99.8,412,0
S33047,Harbor Motor Group,Harbor Jeep Ram Anchor,new,Jeep Ram,Ram 2500,2026,7,47996,41338,93.7,34,0
S33091,Harbor Motor Group,Harbor Jeep Ram Anchor,used,Jeep Ram,Grand Cherokee,2021,7,27715,26724,95.6,19,5
S32837,Harbor Motor Group,Harbor Kia Lighthouse,used,Kia,K5,2019,7,18581,16475,100.0,90,0
S32876,Harbor Motor Group,Harbor Kia Lighthouse,new,Kia,Sportage,2026,7,33836,32402,104.3,1121,2
S32093,Harbor Motor Group,Harbor Toyota Bayview,used,Toyota,Tacoma,2018,7,17615,16231,103.0,27,3
S32181,Harbor Motor Group,Harbor Toyota Bayview,new,Toyota,Corolla,2026,7,51070,48503,97.1,86,1
S31876,Summit Auto Group,Summit BMW,used,BMW,5 Series,2021,7,35389,31434,97.1,197,5
S31892,Summit Auto Group,Summit BMW,new,BMW,5 Series,2026,7,66990,57907,93.2,269,0
S31929,Summit Auto Group,Summit BMW,new,BMW,5 Series,2026,7,62154,59178,103.4,223,5
S31936,Summit Auto Group,Summit BMW,used,BMW,X3,2022,7,28565,24920,93.1,113,1
S30689,Summit Auto Group,Summit Chevrolet Glenpark,new,Chevrolet,Trax,2026,7,40275,37816,101.7,87,0
S30700,Summit Auto Group,Summit Chevrolet Glenpark,new,Chevrolet,Malibu,2026,7,43644,41762,98.5,223,5
S30739,Summit Auto Group,Summit Chevrolet Glenpark,new,Chevrolet,Traverse,2026,7,44497,39182,98.0,329,2
S30758,Summit Auto Group,Summit Chevrolet Glenpark,new,Chevrolet,Malibu,2026,7,27385,23627,98.0,125,0
S30779,Summit Auto Group,Summit Chevrolet Glenpark,new,Chevrolet,Equinox,2026,7,47985,43226,104.9,118,0
S30474,Summit Auto Group,Summit Ford Rivera,new,Ford,Maverick,2026,7,49661,46984,98.8,1020,3
S30517,Summit Auto Group,Summit Ford Rivera,used,BMW,3 Series,2025,7,24802,22075,102.9,266,3
S30629,Summit Auto Group,Summit Ford Rivera,new,Ford,Escape,2026,7,49249,44929,101.8,51,1
S30632,Summit Auto Group,Summit Ford Rivera,new,Ford,Escape,2026,7,44816,42457,104.4,9,1
S30643,Summit Auto Group,Summit Ford Rivera,new,Ford,Escape,2026,7,46596,41678,98.7,575,5
S30658,Summit Auto Group,Summit Ford Rivera,new,Ford,Mustang,2026,7,50097,47254,100.9,46,5
S30338,Summit Auto Group,Summit Honda Westland,used,Honda,HR-V,2025,7,24246,21280,97.2,197,1
S30433,Summit Auto Group,Summit Honda Westland,new,Honda,Pilot,2026,7,46376,43595,95.8,94,3
S30442,Summit Auto Group,Summit Honda Westland,new,Honda,Civic,2026,7,38508,35502,98.0,232,5
S31036,Summit Auto Group,Summit Hyundai Oakhurst,used,BMW,i4,2025,7,20285,19391,98.1,79,0
S31093,Summit Auto Group,Summit Hyundai Oakhurst,used,Hyundai,Sonata,2023,7,18322,16613,93.4,479,1
S31582,Summit Auto Group,Summit Jeep Ram Clearwater,used,Jeep Ram,Compass,2022,7,20399,18070,98.6,50,0
S31613,Summit Auto Group,Summit Jeep Ram Clearwater,new,Jeep Ram,Grand Cherokee,2026,7,31800,30679,105.0,316,0
S31642,Summit Auto Group,Summit Jeep Ram Clearwater,used,Honda,Pilot,2022,7,19173,16564,99.6,177,0
S31657,Summit Auto Group,Summit Jeep Ram Clearwater,new,Jeep Ram,Gladiator,2026,7,46651,42215,94.9,245,2
S31196,Summit Auto Group,Summit Kia Brookfield,new,Kia,Seltos,2026,7,41422,37550,103.9,275,2
S31199,Summit Auto Group,Summit Kia Brookfield,new,Kia,Telluride,2026,7,35986,34037,94.8,57,1
S31272,Summit Auto Group,Summit Kia Brookfield,new,Kia,K5,2026,7,40747,39189,97.7,241,3
S31290,Summit Auto Group,Summit Mazda Lakeside,new,Mazda,Mazda3,2026,7,49748,45866,97.6,154,1
S31341,Summit Auto Group,Summit Mazda Lakeside,new,Mazda,MX-5,2026,7,45048,42598,96.1,13,2
S30862,Summit Auto Group,Summit Nissan Ridgemont,new,Nissan,Sentra,2026,7,28801,27786,104.0,72,0
S30878,Summit Auto Group,Summit Nissan Ridgemont,new,Nissan,Rogue,2026,7,36678,33868,104.9,159,0
S30903,Summit Auto Group,Summit Nissan Ridgemont,used,Nissan,Frontier,2019,7,20529,19724,99.6,1,2
S30978,Summit Auto Group,Summit Nissan Ridgemont,new,Nissan,Kicks,2026,7,46543,42419,95.8,42,0
S31398,Summit Auto Group,Summit Subaru Northgate,used,BMW,X5,2025,7,16833,15139,106.0,146,2
S31438,Summit Auto Group,Summit Subaru Northgate,used,BMW,3 Series,2024,7,23834,21614,103.6,51,1
S31472,Summit Auto Group,Summit Subaru Northgate,new,Subaru,Crosstrek,2026,7,27546,24377,95.3,267,1
S31484,Summit Auto Group,Summit Subaru Northgate,new,Subaru,Outback,2026,7,47261,42479,96.7,123,0
S30021,Summit Auto Group,Summit Toyota of Fairview,used,Chevrolet,Trax,2025,7,17419,16005,95.1,624,0
S30167,Summit Auto Group,Summit Toyota of Fairview,new,Toyota,Corolla,2026,7,41715,36353,93.7,1082,3
S30219,Summit Auto Group,Summit Toyota of Fairview,used,Hyundai,Kona,2024,7,31945,30883,105.6,34,1
S33215,Harbor Motor Group,Harbor BMW,new,BMW,X5,2026,6,80140,77100,93.9,156,0
S33278,Harbor Motor Group,Harbor BMW,used,BMW,X5,2025,6,35550,31673,97.1,935,0
S32603,Harbor Motor Group,Harbor Chevrolet Marina,new,Chevrolet,Tahoe,2026,6,38219,35179,95.8,85,0
S32648,Harbor Motor Group,Harbor Chevrolet Marina,new,Chevrolet,Tahoe,2026,6,41637,36902,93.2,252,0
S32713,Harbor Motor Group,Harbor Chevrolet Marina,new,Chevrolet,Traverse,2026,6,31130,28104,103.8,162,2
S32457,Harbor Motor Group,Harbor Ford Portside,used,Nissan,Rogue,2019,6,20795,17993,99.7,8,1
S32471,Harbor Motor Group,Harbor Ford Portside,new,Ford,Bronco,2026,6,45078,40729,105.8,335,0
S32236,Harbor Motor Group,Harbor Honda Seaside,new,Honda,Pilot,2026,6,33608,30449,94.9,361,0
S32279,Harbor Motor Group,Harbor Honda Seaside,new,Honda,HR-V,2026,6,42975,40323,97.7,63,1
S32289,Harbor Motor Group,Harbor Honda Seaside,used,Kia,Sorento,2025,6,22275,20455,96.7,18,1
S32290,Harbor Motor Group,Harbor Honda Seaside,new,Honda,Accord,2026,6,44055,42258,105.9,200,5
S32323,Harbor Motor Group,Harbor Honda Seaside,used,BMW,3 Series,2023,6,28477,25590,101.0,96,5
S33086,Harbor Motor Group,Harbor Jeep Ram Anchor,used,Nissan,Frontier,2023,6,23494,20713,96.2,138,0
S33093,Harbor Motor Group,Harbor Jeep Ram Anchor,used,Jeep Ram,Gladiator,2024,6,22049,19033,105.6,113,2
S33131,Harbor Motor Group,Harbor Jeep Ram Anchor,new,Jeep Ram,Grand Cherokee,2026,6,42987,41025,96.3,151,3
S33145,Harbor Motor Group,Harbor Jeep Ram Anchor,new,Jeep Ram,Wrangler,2026,6,35529,32166,103.9,19,1
S32858,Harbor Motor Group,Harbor Kia Lighthouse,used,Kia,Sorento,2021,6,19260,16768,101.2,191,5
S32883,Harbor Motor Group,Harbor Kia Lighthouse,new,Kia,K5,2026,6,37729,34049,94.4,38,2
S32899,Harbor Motor Group,Harbor Subaru Tidewater,new,Subaru,Crosstrek,2026,6,31779,29813,97.7,26,0
S32104,Harbor Motor Group,Harbor Toyota Bayview,new,Toyota,Camry,2026,6,30588,26998,101.4,244,0
S32130,Harbor Motor Group,Harbor Toyota Bayview,new,Toyota,RAV4,2026,6,47053,41717,93.8,29,5
S31784,Summit Auto Group,Summit BMW,new,BMW,i4,2026,6,59192,56600,95.7,413,5
S31926,Summit Auto Group,Summit BMW,used,BMW,i4,2021,6,47379,44649,95.3,26,1
S30712,Summit Auto Group,Summit Chevrolet Glenpark,new,Chevrolet,Tahoe,2026,6,49851,43206,104.8,32,0
S30775,Summit Auto Group,Summit Chevrolet Glenpark,new,Chevrolet,Equinox,2026,6,42413,39923,96.9,311,5
S30791,Summit Auto Group,Summit Chevrolet Glenpark,used,Hyundai,Sonata,2025,6,24589,23684,100.2,55,1
S30808,Summit Auto Group,Summit Chevrolet Glenpark,used,Hyundai,Santa Fe,2018,6,22602,19678,102.7,178,1
S30523,Summit Auto Group,Summit Ford Rivera,new,Ford,Maverick,2026,6,46052,41411,96.7,67,1
S30640,Summit Auto Group,Summit Ford Rivera,new,Ford,Bronco,2026,6,28732,26049,94.4,152,2
S30662,Summit Auto Group,Summit Ford Rivera,used,Chevrolet,Trax,2022,6,29137,26750,96.8,252,1
S30361,Summit Auto Group,Summit Honda Westland,new,Honda,HR-V,2026,6,34916,32771,101.4,137,1
S30372,Summit Auto Group,Summit Honda Westland,new,Honda,Pilot,2026,6,43946,38548,94.5,62,1
S30435,Summit Auto Group,Summit Honda Westland,used,Jeep Ram,Ram 1500,2023,6,30926,28517,93.8,102,0
S31029,Summit Auto Group,Summit Hyundai Oakhurst,new,Hyundai,Sonata,2026,6,33117,28926,102.8,19,1
S31083,Summit Auto Group,Summit Hyundai Oakhurst,new,Hyundai,Elantra,2026,6,40604,35918,103.9,107,0
S31547,Summit Auto Group,Summit Jeep Ram Clearwater,used,Jeep Ram,Ram 2500,2021,6,22690,21720,105.3,71,2
S31153,Summit Auto Group,Summit Kia Brookfield,new,Kia,Telluride,2026,6,29231,27677,101.0,6,5
S31229,Summit Auto Group,Summit Kia Brookfield,new,Kia,Sportage,2026,6,43360,37475,101.7,11,3
S31296,Summit Auto Group,Summit Mazda Lakeside,used,Honda,Accord,2024,6,18606,17423,97.4,49,1
S31346,Summit Auto Group,Summit Mazda Lakeside,new,Mazda,MX-5,2026,6,46615,41491,100.2,90,5
S31356,Summit Auto Group,Summit Mazda Lakeside,new,Mazda,MX-5,2026,6,47825,41395,102.7,820,0
S30908,Summit Auto Group,Summit Nissan Ridgemont,used,Jeep Ram,Ram 1500,2020,6,28533,26262,105.5,136,0
S30916,Summit Auto Group,Summit Nissan Ridgemont,used,Chevrolet,Trax,2024,6,32096,30453,101.3,563,5
S30969,Summit Auto Group,Summit Nissan Ridgemont,new,Nissan,Rogue,2026,6,28249,24648,105.4,185,0
S30971,Summit Auto Group,Summit Nissan Ridgemont,new,Nissan,Sentra,2026,6,40969,39072,105.5,179,1
S31441,Summit Auto Group,Summit Subaru Northgate,new,Subaru,WRX,2026,6,37646,33239,100.8,96,1
S30234,Summit Auto Group,Summit Toyota of Fairview,used,Toyota,Tundra,2021,6,32142,28126,102.8,62,3
S33197,Harbor Motor Group,Harbor BMW,used,Jeep Ram,Ram 2500,2023,5,46529,40303,93.5,54,2
S33340,Harbor Motor Group,Harbor BMW,used,BMW,X1,2022,5,49006,43567,100.3,69,5
S32757,Harbor Motor Group,Harbor Chevrolet Marina,new,Chevrolet,Equinox,2026,5,42980,38256,104.8,158,1
S32448,Harbor Motor Group,Harbor Ford Portside,used,Ford,Explorer,2023,5,16822,14571,93.3,237,2
S32451,Harbor Motor Group,Harbor Ford Portside,new,Ford,Explorer,2026,5,31348,29492,100.4,322,3
S32552,Harbor Motor Group,Harbor Ford Portside,new,Ford,Maverick,2026,5,27272,24468,93.1,262,3
S32594,Harbor Motor Group,Harbor Ford Portside,new,Ford,Escape,2026,5,44968,41035,104.3,660,5
S32218,Harbor Motor Group,Harbor Honda Seaside,new,Honda,CR-V,2026,5,45957,42374,97.3,46,1
S32245,Harbor Motor Group,Harbor Honda Seaside,new,Honda,Accord,2026,5,45307,40736,105.0,166,0
S32282,Harbor Motor Group,Harbor Honda Seaside,new,Honda,Pilot,2026,5,36156,33230,102.9,58,2
S32309,Harbor Motor Group,Harbor Honda Seaside,used,Honda,HR-V,2020,5,31687,29790,95.8,280,0
S33011,Harbor Motor Group,Harbor Jeep Ram Anchor,used,BMW,X3,2022,5,31026,30044,96.7,135,0
S33039,Harbor Motor Group,Harbor Jeep Ram Anchor,used,Jeep Ram,Compass,2018,5,19253,18223,103.8,834,1
S33041,Harbor Motor Group,Harbor Jeep Ram Anchor,used,Jeep Ram,Wrangler,2023,5,28832,25465,99.4,277,0
S33065,Harbor Motor Group,Harbor Jeep Ram Anchor,used,Nissan,Frontier,2022,5,21706,19637,96.4,29,0
S33124,Harbor Motor Group,Harbor Jeep Ram Anchor,new,Jeep Ram,Compass,2026,5,41233,37011,100.4,587,0
S32808,Harbor Motor Group,Harbor Kia Lighthouse,new,Kia,K5,2026,5,28923,25810,99.5,353,0
S32848,Harbor Motor Group,Harbor Kia Lighthouse,used,Kia,K5,2021,5,27135,25505,104.5,16,1
S31975,Harbor Motor Group,Harbor Toyota Bayview,used,Toyota,Highlander,2024,5,18203,17489,105.0,137,5
S32182,Harbor Motor Group,Harbor Toyota Bayview,new,Toyota,Camry,2026,5,36260,32600,104.2,112,1
S31811,Summit Auto Group,Summit BMW,used,Subaru,Outback,2020,5,41143,35783,99.4,132,5
S31839,Summit Auto Group,Summit BMW,new,BMW,5 Series,2026,5,56075,53392,96.2,412,2
S31901,Summit Auto Group,Summit BMW,new,BMW,5 Series,2026,5,50842,45913,93.6,63,3
S30741,Summit Auto Group,Summit Chevrolet Glenpark,new,Chevrolet,Silverado,2026,5,42054,39226,103.4,130,0
S30762,Summit Auto Group,Summit Chevrolet Glenpark,new,Chevrolet,Equinox,2026,5,44060,41924,101.2,324,3
S30774,Summit Auto Group,Summit Chevrolet Glenpark,new,Chevrolet,Equinox,2026,5,36322,32994,96.6,143,1
S30837,Summit Auto Group,Summit Chevrolet Glenpark,used,Chevrolet,Traverse,2024,5,22861,21670,100.4,361,1
S30497,Summit Auto Group,Summit Ford Rivera,new,Ford,Bronco,2026,5,33669,30719,98.0,266,1
S30504,Summit Auto Group,Summit Ford Rivera,used,Ford,Mustang,2020,5,22492,21814,100.6,150,3
S30576,Summit Auto Group,Summit Ford Rivera,used,Subaru,WRX,2025,5,22023,20433,97.8,300,1
S30577,Summit Auto Group,Summit Ford Rivera,new,Ford,Mustang,2026,5,38387,33193,97.2,160,0
S30258,Summit Auto Group,Summit Honda Westland,used,Honda,HR-V,2021,5,19310,16711,96.4,105,3
S30270,Summit Auto Group,Summit Honda Westland,used,Honda,Civic,2020,5,18435,16190,95.3,72,5
S30272,Summit Auto Group,Summit Honda Westland,new,Honda,CR-V,2026,5,44760,39256,96.3,41,3
S30297,Summit Auto Group,Summit Honda Westland,used,Honda,Accord,2019,5,19084,16756,103.4,110,0
S31023,Summit Auto Group,Summit Hyundai Oakhurst,new,Hyundai,Tucson,2026,5,34129,29589,103.6,17,1
S31024,Summit Auto Group,Summit Hyundai Oakhurst,new,Hyundai,Palisade,2026,5,49569,44569,101.9,216,1
S31040,Summit Auto Group,Summit Hyundai Oakhurst,used,Hyundai,Tucson,2022,5,23660,22773,102.9,162,1
S31057,Summit Auto Group,Summit Hyundai Oakhurst,new,Hyundai,Palisade,2026,5,46652,42867,94.1,80,1
S31076,Summit Auto Group,Summit Hyundai Oakhurst,new,Hyundai,Santa Fe,2026,5,49778,43228,105.5,377,3
S31114,Summit Auto Group,Summit Hyundai Oakhurst,used,Hyundai,Sonata,2020,5,19275,17336,104.9,45,0
S31128,Summit Auto Group,Summit Hyundai Oakhurst,new,Hyundai,Kona,2026,5,33051,30909,102.5,73,5
S31520,Summit Auto Group,Summit Jeep Ram Clearwater,new,Jeep Ram,Wrangler,2026,5,28021,25470,97.4,280,0
S31527,Summit Auto Group,Summit Jeep Ram Clearwater,used,Jeep Ram,Ram 1500,2024,5,32059,27594,103.5,341,0
S31544,Summit Auto Group,Summit Jeep Ram Clearwater,used,Jeep Ram,Wrangler,2025,5,16975,15754,95.1,4,1
S31562,Summit Auto Group,Summit Jeep Ram Clearwater,used,Jeep Ram,Gladiator,2018,5,26693,24914,102.8,98,5
S31572,Summit Auto Group,Summit Jeep Ram Clearwater,used,Jeep Ram,Grand Cherokee,2024,5,22097,19882,101.0,154,3
S31592,Summit Auto Group,Summit Jeep Ram Clearwater,used,Jeep Ram,Gladiator,2018,5,26846,23323,105.4,246,0
S31605,Summit Auto Group,Summit Jeep Ram Clearwater,used,Jeep Ram,Wrangler,2024,5,18333,15987,95.4,89,3
S31151,Summit Auto Group,Summit Kia Brookfield,used,BMW,X3,2021,5,22037,20521,97.3,167,0
S31152,Summit Auto Group,Summit Kia Brookfield,new,Kia,K5,2026,5,26792,23760,98.6,475,1
S31169,Summit Auto Group,Summit Kia Brookfield,used,BMW,i4,2020,5,31472,27777,103.8,14,3
S31186,Summit Auto Group,Summit Kia Brookfield,used,Kia,Telluride,2025,5,18626,17138,96.9,548,1
S31274,Summit Auto Group,Summit Kia Brookfield,used,Kia,Sorento,2019,5,30274,27640,101.8,194,2
S31305,Summit Auto Group,Summit Mazda Lakeside,new,Mazda,CX-30,2026,5,49589,46174,94.5,27,0
S31339,Summit Auto Group,Summit Mazda Lakeside,used,Jeep Ram,Gladiator,2020,5,22855,20069,94.2,154,5
S30956,Summit Auto Group,Summit Nissan Ridgemont,used,Nissan,Sentra,2020,5,28111,26869,95.9,35,5
S31408,Summit Auto Group,Summit Subaru Northgate,new,Subaru,Forester,2026,5,45524,40956,104.3,3,0
S31426,Summit Auto Group,Summit Subaru Northgate,new,Subaru,Crosstrek,2026,5,33959,30043,103.0,453,2
S30045,Summit Auto Group,Summit Toyota of Fairview,used,Toyota,Camry,2023,5,30717,26574,96.6,97,3
S30157,Summit Auto Group,Summit Toyota of Fairview,new,Toyota,Highlander,2026,5,34643,30115,103.9,23,1
S30197,Summit Auto Group,Summit Toyota of Fairview,new,Toyota,Corolla,2026,5,31265,28114,99.1,70,1
S30208,Summit Auto Group,Summit Toyota of Fairview,new,Toyota,RAV4,2026,5,32229,28632,96.3,273,1
S31710,Summit Auto Group,Summit Volkswagen Eastdale,new,Volkswagen,Tiguan,2026,5,42695,39330,94.2,144,0
S33160,Harbor Motor Group,Harbor BMW,new,BMW,i4,2026,4,69920,63141,105.1,357,0
S33162,Harbor Motor Group,Harbor BMW,used,BMW,X1,2022,4,37104,34494,93.2,71,0
S33167,Harbor Motor Group,Harbor BMW,used,BMW,3 Series,2018,4,48431,46840,100.9,14,5
S33181,Harbor Motor Group,Harbor BMW,used,Hyundai,Kona,2021,4,39612,36932,100.5,71,5
S33228,Harbor Motor Group,Harbor BMW,used,BMW,X5,2023,4,36498,34429,99.7,78,2
S32621,Harbor Motor Group,Harbor Chevrolet Marina,used,Chevrolet,Equinox,2023,4,27099,24634,104.0,548,0
S32664,Harbor Motor Group,Harbor Chevrolet Marina,used,Chevrolet,Trax,2024,4,27127,24205,97.3,82,5
S32669,Harbor Motor Group,Harbor Chevrolet Marina,used,Hyundai,Santa Fe,2018,4,29516,26173,94.0,25,2
S32693,Harbor Motor Group,Harbor Chevrolet Marina,new,Chevrolet,Malibu,2026,4,27086,25515,99.0,64,2
S32746,Harbor Motor Group,Harbor Chevrolet Marina,used,Toyota,RAV4,2022,4,19394,18804,104.7,87,3
S32407,Harbor Motor Group,Harbor Ford Portside,new,Ford,Escape,2026,4,31863,30896,97.6,490,5
S32425,Harbor Motor Group,Harbor Ford Portside,used,Subaru,Outback,2023,4,27705,24298,99.8,48,3
S32510,Harbor Motor Group,Harbor Ford Portside,used,Ford,Maverick,2018,4,26093,23616,96.3,106,2
S32531,Harbor Motor Group,Harbor Ford Portside,used,Honda,Odyssey,2021,4,24175,21093,94.8,136,0
S32551,Harbor Motor Group,Harbor Ford Portside,new,Ford,Escape,2026,4,42595,39342,100.2,135,3
S32247,Harbor Motor Group,Harbor Honda Seaside,used,Honda,Civic,2025,4,28299,26955,104.8,13,1
S32272,Harbor Motor Group,Harbor Honda Seaside,used,Honda,Pilot,2024,4,22072,19167,105.0,589,1
S32277,Harbor Motor Group,Harbor Honda Seaside,new,Honda,Accord,2026,4,30556,28192,102.0,250,5
